"PopulationCode","IndividualCode","Species","Country","Locality","Latitude","Longitude","Elevation","Garden","soil_pH","Im_annual","Im_summer","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","PC_climate1","PC_climate2"
"FE","QLusFern02","Quercus lusitanica","Portugal","Fernao Ferro",38.54203,-9.08829,79,"",5.90000009536743,-366.73985107765,-362.26799645123,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297,-3.38060264041683,-1.24298635308638
"FE","QLusFern03","Quercus lusitanica","Portugal","Fernao Ferro",38.54203,-9.08829,79,"",5.90000009536743,-366.73985107765,-362.26799645123,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297,-3.38060264041683,-1.24298635308638
"FE","QLusFern04","Quercus lusitanica","Portugal","Fernao Ferro",38.54203,-9.08829,79,"",5.90000009536743,-366.73985107765,-362.26799645123,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297,-3.38060264041683,-1.24298635308638
"FE","QLusFern06","Quercus lusitanica","Portugal","Fernao Ferro",38.54203,-9.08829,79,"",5.90000009536743,-366.73985107765,-362.26799645123,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297,-3.38060264041683,-1.24298635308638
"FE","QLusFern08","Quercus lusitanica","Portugal","Fernao Ferro",38.54203,-9.08829,79,"",5.90000009536743,-366.73985107765,-362.26799645123,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297,-3.38060264041683,-1.24298635308638
"FE","QLusFern09","Quercus lusitanica","Portugal","Fernao Ferro",38.54203,-9.08829,79,"",5.90000009536743,-366.73985107765,-362.26799645123,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297,-3.38060264041683,-1.24298635308638
"FE","QLusFern12","Quercus lusitanica","Portugal","Fernao Ferro",38.54203,-9.08829,79,"",5.90000009536743,-366.73985107765,-362.26799645123,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297,-3.38060264041683,-1.24298635308638
"FE","QLusFern14","Quercus lusitanica","Portugal","Fernao Ferro",38.54203,-9.08829,79,"",5.90000009536743,-366.73985107765,-362.26799645123,16.6737861633301,8.55938053131104,42.6424102783203,407.485107421875,27.7382354736328,7.66577529907227,20.0724601745605,12.5394382476807,21.5616302490234,21.8815059661865,11.80641746521,687,115,6,65.2981414794922,317,30,39,297,-3.38060264041683,-1.24298635308638
"MO","QLusMonc01","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"MO","QLusMonc02","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"MO","QLusMonc04","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"MO","QLusMonc05","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"MO","QLusMonc06","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"MO","QLusMonc07","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"MO","QLusMonc08","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"MO","QLusMonc10","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"MO","QLusMonc11","Quercus lusitanica","Portugal","Monchique",37.3289,-8.50259,484,"",5.59999990463257,-477.23811513001,-373.459562375521,16.1529369354248,8.5850830078125,42.5815734863281,406.181823730469,27.449499130249,7.28800010681152,20.1614990234375,12.4264163970947,21.1602916717529,21.4793338775635,11.5336666107178,573,100,2,68.7165603637695,269,20,26,251,-2.86951696476964,-1.69855692426066
"PI","QLusPind02","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind03","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind04","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind06","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind07","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind08","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind09","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind10","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind11","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"PI","QLusPind12","Quercus lusitanica","Spain","Monte Pindo",42.87456,-9.10553,60,"GH",5.69999980926514,359.137513582143,-152.983051421434,13.4001808166504,6.57554340362549,40.0529670715332,360.386535644531,22.5869560241699,6.16983699798584,16.4171180725098,10.0832424163818,17.7793483734131,18.0623188018799,9.20076942443848,1156,163,28,43.7564964294434,456,127,151,414,-5.39260500756815,6.26058768317334
"OL","QLusOlha02","Quercus lusitanica","Portugal","Olhalvo",39.1174,-9.04872,125,"GH",6.30000019073486,-242.322927512875,-327.285264412172,15.7253437042236,7.73802089691162,40.6723747253418,395.617950439453,26.25950050354,7.23425006866455,19.0252494812012,11.8415412902832,20.4547920227051,20.8737907409668,11.0832080841064,722,112,6,61.7402000427246,317,35,42,301,-3.31336738951044,-0.170946768087577
"OL","QLusOlha05","Quercus lusitanica","Portugal","Olhalvo",39.1174,-9.04872,125,"GH",6.30000019073486,-242.322927512875,-327.285264412172,15.7253437042236,7.73802089691162,40.6723747253418,395.617950439453,26.25950050354,7.23425006866455,19.0252494812012,11.8415412902832,20.4547920227051,20.8737907409668,11.0832080841064,722,112,6,61.7402000427246,317,35,42,301,-3.31336738951044,-0.170946768087577
"OL","QLusOlha08","Quercus lusitanica","Portugal","Olhalvo",39.1174,-9.04872,125,"GH",6.30000019073486,-242.322927512875,-327.285264412172,15.7253437042236,7.73802089691162,40.6723747253418,395.617950439453,26.25950050354,7.23425006866455,19.0252494812012,11.8415412902832,20.4547920227051,20.8737907409668,11.0832080841064,722,112,6,61.7402000427246,317,35,42,301,-3.31336738951044,-0.170946768087577
"OL","QLusOlha11","Quercus lusitanica","Portugal","Olhalvo",39.1174,-9.04872,125,"GH",6.30000019073486,-242.322927512875,-327.285264412172,15.7253437042236,7.73802089691162,40.6723747253418,395.617950439453,26.25950050354,7.23425006866455,19.0252494812012,11.8415412902832,20.4547920227051,20.8737907409668,11.0832080841064,722,112,6,61.7402000427246,317,35,42,301,-3.31336738951044,-0.170946768087577
"OL","QLusOlha12","Quercus lusitanica","Portugal","Olhalvo",39.1174,-9.04872,125,"GH",6.30000019073486,-242.322927512875,-327.285264412172,15.7253437042236,7.73802089691162,40.6723747253418,395.617950439453,26.25950050354,7.23425006866455,19.0252494812012,11.8415412902832,20.4547920227051,20.8737907409668,11.0832080841064,722,112,6,61.7402000427246,317,35,42,301,-3.31336738951044,-0.170946768087577
"OL","QLusOlha13","Quercus lusitanica","Portugal","Olhalvo",39.1174,-9.04872,125,"GH",6.30000019073486,-242.322927512875,-327.285264412172,15.7253437042236,7.73802089691162,40.6723747253418,395.617950439453,26.25950050354,7.23425006866455,19.0252494812012,11.8415412902832,20.4547920227051,20.8737907409668,11.0832080841064,722,112,6,61.7402000427246,317,35,42,301,-3.31336738951044,-0.170946768087577
"OL","QLusOlha15","Quercus lusitanica","Portugal","Olhalvo",39.1174,-9.04872,125,"GH",6.30000019073486,-242.322927512875,-327.285264412172,15.7253437042236,7.73802089691162,40.6723747253418,395.617950439453,26.25950050354,7.23425006866455,19.0252494812012,11.8415412902832,20.4547920227051,20.8737907409668,11.0832080841064,722,112,6,61.7402000427246,317,35,42,301,-3.31336738951044,-0.170946768087577
"OL","QLusOlha16","Quercus lusitanica","Portugal","Olhalvo",39.1174,-9.04872,125,"GH",6.30000019073486,-242.322927512875,-327.285264412172,15.7253437042236,7.73802089691162,40.6723747253418,395.617950439453,26.25950050354,7.23425006866455,19.0252494812012,11.8415412902832,20.4547920227051,20.8737907409668,11.0832080841064,722,112,6,61.7402000427246,317,35,42,301,-3.31336738951044,-0.170946768087577
"PE","QLusPene03","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PE","QLusPene07","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PE","QLusPene10","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PE","QLusPene11","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PE","QLusPene12","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PE","QLusPene14","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PE","QLusPene16","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PE","QLusPene17","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PE","QLusPene18","Quercus lusitanica","Portugal","Penela",40.04035,-8.36233,217,"GH",5.90000009536743,-149.501225605619,-368.114924797755,15.2574377059937,10.6349172592163,44.5674896240234,467.068450927734,28.6517505645752,4.78924989700317,23.8625011444092,9.7924165725708,21.0012512207031,21.2657508850098,9.7924165725708,969,137,14,52.5259552001953,391,74,74,391,-2.83380459361622,0.928423443524979
"PO","QLusPont04","Quercus lusitanica","Portugal","Ponte de Sor",39.31391,-8.02107,179,"GH",5.69999980926514,-462.692971159021,-420.115312436953,16.2684783935547,10.5611667633057,43.0400466918945,499.040740966797,30.3742504119873,5.83625030517578,24.5380001068115,11.2245836257935,22.4640827178955,22.6900825500488,10.4563751220703,705,106,5,59.060661315918,300,35,43,288,-1.73891993632801,-1.80281267295472
"PO","QLusPont07","Quercus lusitanica","Portugal","Ponte de Sor",39.31391,-8.02107,179,"GH",5.69999980926514,-462.692971159021,-420.115312436953,16.2684783935547,10.5611667633057,43.0400466918945,499.040740966797,30.3742504119873,5.83625030517578,24.5380001068115,11.2245836257935,22.4640827178955,22.6900825500488,10.4563751220703,705,106,5,59.060661315918,300,35,43,288,-1.73891993632801,-1.80281267295472
"PO","QLusPont09","Quercus lusitanica","Portugal","Ponte de Sor",39.31391,-8.02107,179,"GH",5.69999980926514,-462.692971159021,-420.115312436953,16.2684783935547,10.5611667633057,43.0400466918945,499.040740966797,30.3742504119873,5.83625030517578,24.5380001068115,11.2245836257935,22.4640827178955,22.6900825500488,10.4563751220703,705,106,5,59.060661315918,300,35,43,288,-1.73891993632801,-1.80281267295472
"PO","QLusPont13","Quercus lusitanica","Portugal","Ponte de Sor",39.31391,-8.02107,179,"GH",5.69999980926514,-462.692971159021,-420.115312436953,16.2684783935547,10.5611667633057,43.0400466918945,499.040740966797,30.3742504119873,5.83625030517578,24.5380001068115,11.2245836257935,22.4640827178955,22.6900825500488,10.4563751220703,705,106,5,59.060661315918,300,35,43,288,-1.73891993632801,-1.80281267295472
"PO","QLusPont14","Quercus lusitanica","Portugal","Ponte de Sor",39.31391,-8.02107,179,"GH",5.69999980926514,-462.692971159021,-420.115312436953,16.2684783935547,10.5611667633057,43.0400466918945,499.040740966797,30.3742504119873,5.83625030517578,24.5380001068115,11.2245836257935,22.4640827178955,22.6900825500488,10.4563751220703,705,106,5,59.060661315918,300,35,43,288,-1.73891993632801,-1.80281267295472
"PO","QLusPont15","Quercus lusitanica","Portugal","Ponte de Sor",39.31391,-8.02107,179,"GH",5.69999980926514,-462.692971159021,-420.115312436953,16.2684783935547,10.5611667633057,43.0400466918945,499.040740966797,30.3742504119873,5.83625030517578,24.5380001068115,11.2245836257935,22.4640827178955,22.6900825500488,10.4563751220703,705,106,5,59.060661315918,300,35,43,288,-1.73891993632801,-1.80281267295472
"PO","QLusPont16","Quercus lusitanica","Portugal","Ponte de Sor",39.31391,-8.02107,179,"GH",5.69999980926514,-462.692971159021,-420.115312436953,16.2684783935547,10.5611667633057,43.0400466918945,499.040740966797,30.3742504119873,5.83625030517578,24.5380001068115,11.2245836257935,22.4640827178955,22.6900825500488,10.4563751220703,705,106,5,59.060661315918,300,35,43,288,-1.73891993632801,-1.80281267295472
"PO","QLusPont18","Quercus lusitanica","Portugal","Ponte de Sor",39.31391,-8.02107,179,"GH",5.69999980926514,-462.692971159021,-420.115312436953,16.2684783935547,10.5611667633057,43.0400466918945,499.040740966797,30.3742504119873,5.83625030517578,24.5380001068115,11.2245836257935,22.4640827178955,22.6900825500488,10.4563751220703,705,106,5,59.060661315918,300,35,43,288,-1.73891993632801,-1.80281267295472
"UB","QLusUbri01","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
"UB","QLusUbri05","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
"UB","QLusUbri08","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
"UB","QLusUbri09","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
"UB","QLusUbri10","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
"UB","QLusUbri12","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
"UB","QLusUbri13","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
"UB","QLusUbri14","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
"UB","QLusUbri15","Quercus lusitanica","Spain","Ubrique",36.5872,-5.51819,609,"",6.09999990463257,-361.710833791498,-400.15665751382,16.0046253204346,9.10662460327148,39.3336486816406,497.43603515625,29.070499420166,5.91825008392334,23.1522483825684,11.434458732605,22.2012920379639,22.6197910308838,10.399374961853,732,123,1,72.8197402954102,347,17,24,328,-2.6066800281077,-1.99400548960674
